UPC,Description,GQPI_CODE
4178000106,UTZ NO SALT CHIPS,99
4178000110,UTZ RIPPLES CHIPS,99
4178000118,UTZ NO SALT,99
4178000119,UTZ KC SALT & MALT V,99
4178000120,UTZ KC REDUCED FAT,99
4178000139,UTZ KC DARK RUSSET,99
4178000159,UTZ KTTLE,99
4178000160,UTZ SOUR CRM ONION,99
4178000187,UTZ KETTLE,9
4178000194,UTZ CHIP SAK,99
4178000241,UTZ HARD P,99
4178000261,UTZ EX DAR,9
4178000270,UTZ GLUTEN FREE PRET,9
4178000274,UTZ ROD BARRELS,9
4178000275,UTZ GF PRETZLE STIX,9
4178000281,UTZ SOURDO,9
4178000291,UTZ SOURDO,9
4178000326,UTZ PARTY MIX,99
4178000377,UTZ MULTIG,99
4178000378,UTZ BAKED DIPPING TO,9
4178000393,UTZ G/F MU,99
4178000493,UTZ SOUR CREAM & ONI,99
4178000510,UTZ SALSA CON QUESO,6
4178001084,POTATO STIX,9
4178001163,UTZ DILL PICKLE CHIP,99
4178001176,UTZ VRTY SNACK PACK,99
4178001276,UTZ PRETZE,9
4178001317,UTZ ORG BLUE TORTILL,99
4178001337,UTZ ORG YE,99
4178001344,UTZ SNOW BALLS,99
4178001502,CHUNKY SAL,3
4178002360,UTZ  PORK RINDS 3 OZ,10
4178007084,POTATO STIX CANISTER,99
4178599897,PLATEX HAND SAVER MD,999
4178847115,CTS PRD FRSH LIGHT M,999
4178847215,CTS PRD FR,999
4178847710,CTS PRD F&L ULT UNSC,999
4178900121,MAR I LUNCH,9
4178900171,MRCHN INST LNCH LS C,9
4178900211,MAR RAMEN,9
4178900212,MAR RAMEN BE,9
4178900214,MAR RAMEN,9
4178900216,MARUCHAN R,9
4178900217,MAR RAMEN SH,99
4178900257,MARUCHAN RAMEN RST C,99
4179000160,EX VRG OLI,99
4179000435,BERTOLLI EXTRA LIGHT,99
4179022093,BERTOLLI E,99
4179382493,LOCATALLI,6
4179500098,JOYVA RSTD SESAME TA,8
4180000031,WELCHS GRAPE JAM SQU,2
4180000045,WELCH GRAPE,1
4180020058,WELCHS LIG,1
4180020102,WELCHS LT,11
4180020750,WELCH GRAPE JUICE,1
4180021270,WELCHS 100,1
4180021800,WELCH PURPLE GRAPE,1
4180022700,WELCH WHITE GRAPE JC,1
4180040126,WELCHS CONCORD GRAPE,1
4180040128,WELCHS MANGO TWIST 5,11
4180050139,WELCHS CON,2
4180050140,WELCHS NATURAL STRAW,2
4180050150,WELCHS GRA,2
4180050170,WLCH NTRL,2
4184080029,YARDLEY EN,999
4191100050,SPRAY AWAY,999
4195301450,LAVAZZA CAFE,99
4200015123,DIXIE HD P,999
4200015396,DIX ULT PLATE 8 1/2,999
4200015412,DIXIE BOWL,999
4200015420,DIXIE ULTR,999
4200015803,DIX ULT PLATE,999
4200035127,VAN FAIR B,999
4200035130,VANITY FAI,999
4200035501,VANITY FAI,999
4200035515,VAN FAIR D,999
4200043000,DIXIE REFI,999
4200044133,BRWNY TWL,999
4200044196,BRAWNY TWL WHT PAS 6,999
4200087363,QUILTD NRT,999
4222226806,JENNIEO TURKEY BURGE,7
4222230200,JENNIE-O GRND TRKY,7
4222230204,JENNIE-O GRND BRST,7
4223830977,HARIBO TWIN CHERRIE,11
4223831221,HARIBO SOUR GOLD BEA,11
4223835889,HARIBO SOU,11
4223837703,HARIBO RATTLESNAKE,11
4223847255,HARIBO FROG,11
4223847274,HARIBO MINI RAINBOW,11
4223872214,STARMIX 5,11
4225100049,ALEXIAN TRFFL MOUSSE,11
4227200010,AMYS CALF,99
4227200020,AMY'S VEG POT PIE,99
4227200021,AMY'S POT,99
4227200030,AMY'S ORG,99
4227200040,AMY'S ORG,99
4227200043,AMY'S ORG,99
4227200045,AMYS RICE,99
4227200048,AMY'S BRKF,99
4227200054,AMYS TOFU,99
4227200056,AMY'S ORG,99
4227200057,AMYS ENCHI,99
4227200058,AMYS MATTA,99
4227200062,AMY'S ORG,99
4227200064,AMY'S ORG,99
4227200070,AMY'S ORG,99
4227200071,AMY'S ORG,99
4227200072,AMY'S ORG,99
4227200073,AMY'S ORG,99
4227200074,AMYS ORG B,99
4227200075,AMY'S ORG,99
4227200076,AMY'S ORG,99
4227200080,AMY'S GF C,99
4227200081,AMY'S ORG,99
4227200100,AMY PIZ OG CHS RICE,99
4227200101,AMY'S PIZZ,99
4227200102,AMY PIZZA,99
4227200103,AMY'S ORG,99
4227200104,AMY ORG PI,99
4227200163,AMY'S ORG,99
4227200165,AMY'S RAVIOLI CHEESE,99
4227200191,AMY'S PIZZ,99
4227200194,AMY'S ORG,99
4227200199,AMY'S ORG,99
4227200240,AMY'S VEG LASAGNA,99
4227200264,AMY'S ORG,99
4227200278,AMY'S TAMALE VERDE,99
4227200344,AMY'S CALI,99
4227200352,AMY'S G/F,99
4227200353,AMY'S G/F,99
4227200373,AMY'S GF S,99
4227200400,AMY MEDIUM SALSA,3
4227200501,AMY'S OG CRM OF TOMA,99
4227200502,AMY S OG L,99
4227200503,AMY S OG NO CHKN NDL,99
4227200504,AMYS ORG SOUP BLA,99
4227200505,AMYS SPLIT,99
4227200506,AMY S OG C,99
4227200507,AMY'S ORG MINESTRONE,99
4227200508,AMY'S ORG,99
4227200510,AMYS CHILI MEDIUM,99
4227200511,AMYS CHILI MED VEG,99
4227200513,AMY'S THAI,99
4227200530,AMY'S OG CHILI LF ME,99
4227200547,AMYS ORG SOUP SW VEG,99
4227200550,AMY'S ORG,4
4227200551,AMYS ORG RFRD BLK BN,4
4227200561,AMY'S CURR,99
4227200564,AMY'S SOUP SPAN RICE,99
4227200581,AMY'S ORG CRM OF TOM,99
4227200583,AMY'S L/S LENTIL SOU,99
4227200584,SOUP SPLIT PEA GF LS,99
4227200585,SOUP MINESTRONE LS 1,99
4227200587,AMYS L/S O,99
4227200593,AMYS OG CURRIED LENT,99
4227200669,AMYS OG2 Q,99
4227200729,SOUP VEG ITA RDC SOD,99
4227200804,AMYS LT LN ASIAN NOO,99
4227200807,AMYS GF TO,99
4227200809,AMYS G/F I,99
4227200814,AMY'S VEG,99
4227200836,AMY'S BLAC,99
4227200902,AMY'S LT L,99
4227200924,AMY'S ORG,99
4227201056,AMY'S ORG,99
4227201169,PIZZA MTLS PPRN 14.4,99
4227201171,BREAKFAST MEXICAN BA,99
4240006431,MOM'S OATS AND HONEY,9
4240013732,FARINA CEREAL,5
4240020193,BETTER OAT,9
4242100006,BOARS HEAD FRANKS,10
4242100008,BOARS HEAD KNOCKWURS,10
4242100595,BH PEPPERONI,10
4242101480,BOARS HEAD RTS BACON,10
4242105961,BH BUTTERK,6
4242105965,BH CANADIAN CHEDDAR,6
4242105969,BH GLOUCESTER,6
4242105971,BOARS HEAD CREAMY FE,6
4242105972,BH FONTINA,6
4242105973,BH GOUDA,6
4242105974,BH GRUYERE,6
4242105976,BH HAVARTI CREAM,6
4242105977,BH HAVARTI W/DILL,6
4242105978,BH HAVARTI,6
4242105979,BH MONTEREY,6
4242105980,BH MONTEREY JACK,6
4242105981,BH MUENSTER,6
4242105984,BH BABY SWISS CHEESE,6
4242105985,BH IMP SWISS BLOCK,6
4242106487,BH KOSHER DILL WHL,3
4242106937,BOARS HEAD HORSERADI,99
4242111059,BOARS HEAD THICK CUT,10
4242111061,BH  UNCURED SMKD BAC,10
4242114003,BOARS HEAD BEEF FRAN,10
4242114004,BOARS HEAD LITE BEEF,10
4242114013,BH ROBUST ITAL CHKN,10
4242114015,BH SMKD BACON CHICKE,10
4242115012,BH VERMONT CHEDDAR,6
4242115062,BOARS HEAD SMOKED GO,6
4242115071,3 PEPPER COLBY JACK,6
4242115181,BH CARAMELLA CHEESE,6
4242116001,BH DELI ST,99
4242116003,BH HORSERA,99
4242116018,BH ANTI SOPRE/PROVO,7
4242116019,BH ANTI GENOA/PROVO,7
4242116057,BH GENOA SALAMI,10
4242116062,BOARS HEAD,10
4242116063,BH SOPRESSATA,10
4242116064,BH SOPPRESSATA,10
4242116078,BOARS HEAD,10
4242116087,BOARS HEAD,99
4242116154,BH TURKEY PEPPERONI,10
4242116190,BOARS HEAD SUPERIOR,10
4242116191,BOARS HEAD SUPERIORE,10
4242116194,BLACK BEAN HUMMUS 8,4
4242116206,BH SOPRESSATA DRY SA,10
4242116207,BH SOPRESSATA DRY SU,10
4242116208,BH PS GENOA SALAMI,10
4242116209,BOARS HEAD CHORIZO,11
4242116216,BOARS HEAD,11
4242116242,CHOC MINT HUMMUS 8 O,4
4242122578,BOARS HEAD BACON 8oz,10
4242122579,BOARS HEAD BACON 16o,10
4242124680,BOARS HEAD BRATWURST,10
4242150002,BH SLICED,10
4242150003,BH GOLD LABEL SWISS,6
4242150007,BH LOW SALT PROVOLO,6
4242150009,BH SLICED WHITE VERM,6
4242150010,BH SLICED MUENSTER C,6
4242150012,BH WHITE AMERICAN,6
4242150015,BH SLICED,10
4242150016,BH SLICED,10
4242150017,BH SLICED,10
4242150019,BH SLICED PROSCIUTTO,10
4242150021,BH HOT COPPA,10
4242150024,BH HONEY TURKEY,10
4242150026,BH SMOKED HAM,10
4242150027,BH SLICED COOKED HAM,10
4242150033,BH SIMPLIC,6
4242150037,BH SLICED PROS DI PA,10
4242150070,BH SIMPLICITY APPLEW,10
4242150076,BH SIMPLIC,6
4242150084,BH ROTISSERIE CHICKE,7
4256300032,WF OG DICE,3
4256300045,WOODSTK OR,3
4256300130,WODSTK ORG FROZ MIXE,2
4256300132,WODSTK FRO,2
4256300138,WDSTK OG FRZN STRAWB,2
4256300154,WODSTK ORG FROZEN SW,3
4256300156,WODSTK WHO,4
4256300158,WODSTK FROZ GRN BNS,4
4256300160,WOODSTK ORG MIX VEGE,3
4256300162,WOODSTK ORG FRZN GRE,3
4256300164,WOODSTOCK FRZN ORG S,4
4256300600,NATSEA CHNK LT TUNA,8
4256300605,NAT SEA CHNK LT N/S,8
4256300743,WOODSTOCK,99
4256300747,WDSTK FRZ,3
4256300748,WDSTK ORG MXD MSHRMS,3
4256300763,WOODSTOCK ORG FRZN M,2
4256300778,WDSTK OG PNUT BTR CL,8
4256300779,WDSTK OG PNUT BTR CL,8
4256300780,WODSTK ORG EDAMAME S,3
4256300787,WDSTK ORG BROCCOLI F,4
4256300788,WDSTK OG T,3
4256300911,WDSTK ORG PNUT BTR S,8
4256300913,WDSTK OG PNUT BTR SM,8
4256300914,WDSTK OG PNUT BTR CR,8
4256300915,NS SESAME TAHINI,8
4256300975,WDSTK BROW,11
4256300977,WDSTK ORG FRZ PEACH,2
4256301106,WOODSTOCK FRZ PEPPER,3
4256301107,WODSTK OG BBY FR BNS,4
4256301171,WOODSTOCK ORG TOFU F,4
4256301172,WOODSTOCK ORG TOFU X,4
4256301213,WODSTK ORG FRZN PNAP,2
4256301262,WOODSTK OR,3
4256301281,WDSTK ORG PNUT BTR E,8
4256301363,WOODSTOCK ORG SWT RE,3
4256301364,WF BREAD & BUTTER,3
4256301367,WOODSTOCK KOSHER DIL,3
4256301504,WOODSTOCK,3
4256301583,WDSTK MAYO,99
4256301592,WOODSTOCK,4
4256301594,WDSTK FRZN,4
4256301595,WOODSTOCK FROZEN BRU,3
4256301628,WOODSTOCK ORG POMEGR,2
4256301700,WOODSTOCK ORG FRZN B,2
4256301706,WOODSTOCK ORG SUNFLO,8
4256301713,WOODSTK ORG GRILLED,7
4256301714,WDSTK ORG,3
4256301755,NATSEA ALBACR SOLID,8
4256310000,WOODSTOCK MINI MES O,9
4256360000,FIELD DAY,4
4256360001,FIELD DAY,4
4256360002,FIELD DAY,4
4256360003,FIELD DAY,4
4256360004,FIELD DAY VEG BKD BE,4
4256360020,FIELD DAY,4
4256360022,FIELD DAY,5
4256360032,FIELD DAY SAUCE TOM,3
4256360033,FIELD DAY,3
4256360034,FIELD DAY SAUCE RST,3
4256360042,FIELDY PAP,999
4256360045,FIELDY BATH TISSUE,999
4256360054,FIELD DAY,99
4256360055,FIELD DAY,99
4256360058,FIELD DAY ORG VEG BR,99
4256360087,FIELD DAY SALSA HOT,3
4256360185,FIELD DAY,4
4256360190,FIELD DAY OLIVE OIL,99
4256360245,FIELD DY BALS VINEGA,99
4256360268,FIELD DAY ORG POPCOR,5
4256360315,FIELD DAY ORG CHOC C,9
4256360324,FIELD DAY ORG SALSA,3
4256360325,FIELD DAY ORG DBL RS,3
4256360360,FLD DAY COOK SPRY,999
4256360363,FIELD DAY ORG BEANS,4
4256360364,FIELD DAY,4
4256360374,FLD DAY ORG PIZZA SC,3
4256360385,FLD DAY CO,99
4260812501,PURE ALOE 12.5 OZ,999
4260843201,LAKEWOOD ORG PRUNE J,1
4260843236,CONCORD GRP JCE 32FL,1
4260845910,LAKEWOOD O,1
4260845943,LAKEWOOD ORG APPLE J,1
4260847012,LAKEWOOD ORG POMGRNT,1
4260847019,LAKEWOOD POMERGRANTE,1
4260847071,LAKEWOOD ORG BEET JU,1
4260847097,LAKEWOOD ORG JCE KAL,1
4280000880,TOTINO PIZ,99
4280010921,CHEESE PIZZA ROLLS 2,99
4280010952,PIZZA ROLLS COMBO 50,99
4280010953,PIZZA ROLLS PEPPERON,99
4300000037,LOG CABIN SYRUP,11
4300000068,MIA BERRY,99
4300000075,MIO STRW WTRML,99
4300000076,MIP MANGO PEACH,99
4300000287,COOL WHIP FAT FREE,11
4300000950,COOL WHIP,6
4300000953,COOL WHIP REG TOPPIN,6
4300001120,CRYSTL LT,99
4300002885,CRYTAL LIG,99
4300002922,MAXWELL HOUSE ORIGIN,99
4300002924,MAXWELL HO,99
4300002926,MH 100% CO,99
4300003283,MAXWELL HOUSE BLEND,99
4300004191,CRYSTAL LI,99
4300004198,ZESTY ITALIAN 4 PK 2,99
4300004199,GOOD SEASONS BALSAMI,99
4300004200,JELLO S/F VANILLA PU,11
4300004202,JELLO S/F,99
4300004203,JELLO DARK CHOCOLATE,9
4300004208,JELL-O CHO,99
4300004209,JELLO 4 PK CHOC,9
4300004211,JELLO CHC-VAN SWIRL,11
4300004219,JELLO F/F TAPIOCA,9
4300004296,GEVALIA TRD RST GRND,99
4300004297,GEVALIA KAFFE DECAF,99
4300004421,JELLO VANILLA PUDDIN,11
4300004568,JELLO 4 PK,99
4300004573,JELLO GEL,11
4300004574,JELLO 4PK,11
4300004576,JELLO GEL,11
4300004607,JELLO GEL,99
4300004648,MH ORIGINAL,99
4300004868,KNOX GELATINE,99
4300004986,MH CFF FRNCH RST CUP,99
4300005084,JELLO TEMP,11
4300005400,BAKERS BIT,11
4300005401,BKRS UNSWT BAKE CHOC,11
4300005402,BKRS CHOC,11
4300005552,BKRS CHOC GERMAN SWT,11
4300005796,SHAKE N BAKE PARMESA,9
4300005801,SHAKE N BA,9
4300006085,CRYSTL LT,99
4300006484,CRYSTL LT,99
4300006730,HRSHY PDG 4P CHOCOLA,11
4300006731,HRSHY PDG 4P SMORES,11
4300007032,MH MASTER BLEND,99
4300007033,MH 100% COLOMBIAN,99
4300007034,MH FRENCH ROAST,99
4300007109,CRYSTL LT PR LMND,99
4300007128,CRYSTL LT,99
4300008083,AERO WHIPP,6
4300020001,JELLO STRAWBERRY,11
4300020002,JELL-O GELATIN RASPB,11
4300020004,JELL-O    GELATIN OR,11
4300020005,JELL-O  GELATIN LEMO,11
4300020006,JELL-O GELATIN LIME,11
4300020008,JELL-O  GE,11
4300020010,JELL-O GELATIN GRAPE,11
4300020016,JELL-O GELATIN STRW/,11
4300020024,JELL-O  GE,11
4300020026,JELL-O GELATIN PINEA,11
4300020040,JELLO  BER,11
4300020136,JELL-O GEL,99
4300020140,JELL-O SF,11
4300020141,JELL-O SF RASPBERRY,99
4300020142,JELL-O SF CHERRY,99
4300020143,JELL-O GELATIN SF OR,99
4300020404,JELLO S/F BLACK CHER,99
4300020413,JELL-O INST CHEESECA,11
4300020431,JELL-O INST CHOCOLAT,11
4300020433,JELL-O INST VANILLA,11
4300020439,JELL-O INS,11
4300020440,JELL-O INST LEMON PD,11
4300020442,JELLO BAN,11
4300020444,JELL-O INST FF DVLS,11
4300020445,JELL-O INST PISTACHI,11
4300020449,JELL-O INS,99
4300020471,JELLO PUDD,11
4300020472,JELLO PUDDING VANILL,11
4300020551,JELL-O SF INST CHOC,99
4300020555,JELL-O SF INST PISTA,99
4300020581,JELLO S/F F/F CHOCOL,99
4300020651,JELL-O PUD,11
4300020652,JELL-O VAN,11
4300020810,JELL-O SF,11
4300020814,JELLO SF LEMON PUDDI,99
4300021718,JELLO NO BAKE DESSER,11
4300022802,MINUTE TAPIO,99
4300025072,BAKERS DIP CHOCOLATE,11
4300026902,OVEN FRY C,99
4300026906,OVEN FRY C,99
4300027640,BAKERS COCONUT ANGEL,2
4300027678,BKRS CCNT ANGLE FLAK,2
4300028521,STOVE TOP,99
4300028532,STOVE TOP CORNBREAD,9
4300028555,STOVE TOP,99
4300028588,STOVETOP CHI,9
4300028591,S TOP PORK S,9
4300028592,STOVE TOP,99
4300028930,CALUMET BAKING PWDR,99
4300071602,YUBAN ADC,99
4300094963,CR/LT RSPBY,99
4300095023,C LIGHT 8QT,99
4300095065,CRYSTAL LI,99
4300095068,CRYSTAL LI,99
4300095077,CL 8QT PEACH,99
4300095117,CNTR TM 8QT LMNADE,11
4300097825,GD SEAS IT,99
4300097903,GD SEAS ZE,99
4300097940,GC SEAS IT,99
4316813887,GE LED NIGHT LIGHT B,999
4316814029,GE 60W SW FAN CD/2,999
4316818011,GE SW65 R30 IND FLD,999
4316860276,GE CRYSTAL,999
4316863004,GE 75W SW LIGHT BULB,999
4316863504,GE REVEAL 60 WATT,999
4316866246,GE 40W HALOGEN BULBS,999
4316866247,GE 43WATT HALOGEN EE,999
4316867770,GE REVEAL 60 WATT,999
4316867773,GE REVEAL HAL 53W,999
4316890011,GE 150W SO,999
4316890401,GE 40W HI INTENSITY,999
4316890466,GE 25W MICRO T8 CD1,999
4316890707,GE 40W APP,999
4316890880,GE 40W CC,999
4316890957,GE 40W APP,999
4316891854,GE 4W CL NIGHT LT CD,999
4316891855,GE 4W W NI,999
4318200058,EDWARD OG LT SALT,9
4318200059,EDWARD OG,5
4318200208,NAT FORST ORG COCONU,6
4318200209,NATIVE OG,99
4318200520,LETS DO ORG SHREDDED,2
4318200528,LETS DO OR,9
4318200851,NATIVE ORG,2
4318200852,NATIVE FOR,2
4319416255,SCUNCI 5 PC HEADBAND,999
4319416775,SCNC ELAS,999
4319416777,SCNC ELAS LRG BRITE,999
4319458517,SCUNCI NO SLIP HEADB,999
4330137000,ARBYS FRIES SSN CURL,99
4335400720,MANNYS SOF,9
4335400725,CHI CHI'S,99
4335400790,W/W FAJITA TORTILLAS,5
4345403050,LTLIFE ORG,4
4345407050,LTLIFE ORG,4
4345409020,LIGHTLIFE FLXSD TMPH,4
4345410012,SMART DOGS JUMBO,999
4345410015,SMART GROUND ORIG,7
4345410018,LTLIFE GRN,7
4345410030,LTLIFE DEL,10
4345410062,LIGHTLIFE SMART SAUS,10
4345410065,LIGHTLIFE SMRT SAUSA,10
4345410080,LIGHTLIFE,10
4345410104,LIGHTLIFE,10
4350051039,PLUMROSE ST LOUIS RI,7
4350058602,PLUMROSE SLICED BACO,10
4350058900,PLUMROSE BACON PREMI,10
4350085057,PLUMROSE BABY BACK R,7
4364620128,MAILLE DIJON MUSTARD,99
4364620400,MAILLE HONEY MUSTARD,99
4364620758,MAILLE OLD STYL GRAN,99
4364621038,MAILLE COR,4
4365671140,TRAPPIST S,2
4365671190,TRAPPIST BLUEBERRY P,2
4365671470,TRAPPI HOT PEPPER JE,2
4365671760,TRAPPIST RED RASPBRY,2
4365671830,TRAPPIST S,2
4365671910,TRAPPIST STRAWBERRY,2
4369505631,CROISANT P,99
4369506202,HOT PKT EGG/CHEESE/S,99
4369507105,HT PCKTS B,99
4369507107,HP PHILLY,99
4369507118,HT PCKTS S,99
4400000055,NABISCO PR,9
4400000057,NABISCO PREMIUM SALT,9
4400000068,BISCO SUGA,9
4400000159,NABISCO FAM CHOC WFR,9
4400000172,NABISCO TRISCUIT ORI,99
4400000218,HONEY MAID,9
4400000225,NABISCO WHEAT THINS,99
4400000335,LORNA DOONE S B,9
4400000365,NABISCO GI,9
4400000379,BARNUMS AN,9
4400000430,NABISCO REDUCED FAT,5
4400000457,HONEY MAID,9
4400000463,HONEY MAID GRAHAM HO,9
4400000474,NABISCO RED FAT NILL,9
4400000488,NABISCO GRAHAMS,9
4400000597,TEDDY GRAHAM,9
4400000713,SNAK SAKS MINI CHIPS,9
4400000746,SNAK SAKS BARNUMS AN,9
4400000878,WHEAT THINS BIG,5
4400001592,MINI OREO BITE SIZE,9
4400001777,PREMIUM MI,9
4400002477,PREMIUM SOUP & OYSTE,9
4400002540,OREOS GOLDEN DOUBLE,8
4400002542,OREOS MINT,9
4400002681,NABISCO CRACKERS STA,9
4400002734,NABISCO NILLA WAFERS,9
4400002795,NABISCO TRISCUIT ORI,5
4400002796,TRISCUIT R/F,5
4400002799,TRISCUIT RSTD GRLC,5
4400002802,TRISCUIT HINT OF SAL,5
4400002829,BELVITA BRK BISC BLU,5
4400002854,OREOS DOUBLE STUFF,9
4400003037,WHEAT THINS ORIGINAL,5
4400003038,WHEAT THINS HINT OF,5
4400003039,WHEAT THINS RED FAT,5
4400003041,WHEAT THIND MULTIGRA,5
4400003043,WHEAT THINS SUNDRIED,5
4400003048,SOCIABLES,9
4400003111,RITZ CRACKERS,9
4400003113,RITZ FRESH STACKS,9
4400003118,RITZ REDUCED FAT,9
4400003133,RITZ WHOLE,5
4400003195,BELVITA CINN BS BARS,5
4400003202,OREOS,9
4400003219,CHIPS AHOY ORIGINAL,9
4400003221,CHIPS AHOY,9
4400003223,CHIPS AHOY,9
4400003258,GOLDEN SAN,9
4400003259,OREO REDUCED FAT 14.,9
4400003420,BELVITA BA,5
4400003483,RITZ F/S WHOLE WHEAT,5
4400003534,STONED WHEAT THINS L,5
4400003536,MINI STONED WHEAT TH,5
4400003538,STONE WHEAT THINS RE,5
4400003544,RITX CRACKERS W/PNT,9
4400003545,RITZ BITES CHEESE,9
4400004072,TRISCUIT BALSAMIC VI,5
4400004257,OREO THINS CHOCOLATE,9
4400004268,GOOD THINS ORIGINAL,99
4400004269,GOOD THINS CHEDDAR,99
4400004328,BELVITA SANDWICH DAR,5
4400004471,GOOD THINS,9
4400004472,GOOD THINS,9
4400004486,GOOD THINS,9
4400004487,GOOD THINS SWT POTAT,9
4400004488,GOOD THINS,9
4400004489,GOOD THINS,9
4400004546,GOOD THINS,9
4400004557,NABISC CHO,9
4400004558,TEDDY GRAH,5
4400004559,TEDDY GRAH,5
4400004631,NABISCO NU,9
4400004652,FIG NEWTONS FAT FREE,9
4400004654,FIG NEWTONS,5
4400005041,RITZ CRSP THNS SEA S,9
4400005048,TRISCUIT F,5
4400005071,GOOD THINS BEETS & B,9
4400005094,RITZ CRSP THNS SLT V,9
4400005098,TRISCUIT ORIGINAL,5
4400005099,TRISCUIT C,5
4400005100,TRISCUIT HINT OF SAL,5
4400005101,TRISCUIT R,5
4400005104,RITZ ORIG CHIPS,9
4400005105,RITZ SOUR CRM ONION,9
4400005106,RITZ CHEDDAR CHIPS,9
4400005107,RITZ MULTI,5
4400005130,WHEAT THINS PITA RST,9
4400005132,TRISCUIT BALSAMIC VI,5
4400005133,TRISCUIT DILL SEA SA,5
4400005134,TRISCUIT FIRE ROASTE,5
4400005135,TRISCUIT S,5
4400005136,TRISCUIT RSTD GARLIC,5
4400005138,TRISCUIT REDUCED FAT,5
4400005139,TRISCUIT M,5
4400005166,TRISCUIT GARDEN HERB,5
4400005167,TRISCUIT RYE W/ CARA,5
4400005169,TRISCUIT F,5
4400005170,TRISCUIT RED FAT FAM,5
4400005172,TRISCUIT THIN CRISPS,5
4400005173,TRISCUIT S,5
4400005359,RITZ EVERYTHING CRAC,9
4400005549,TRISCUIT FOUR CHEESE,5
4400005550,TRISCUIT AVOCADO CIL,5
4400005570,TRISCUIT T,5
4400005770,OREOS BIRT,9
4400005840,GOOD THINS PARM & GA,9
4400088210,RITZ WITH PEANUT BUT,9
4400088211,RITZ SANDW,9
4408203231,ORG1 SMOOTH PEANUT B,8
4408204541,ORG2  SESAME TAHINI,8
4410000685,HOOD COT CHS F/F,6
4410010051,HOOD AERO WHIP CRM B,6
4410010062,HOOD LIGHT CREAM,6
4410010066,HOOD LT WHIPPED CREA,6
4410010071,HD S/F WHP CRM,6
4410010072,HOOD F/F BUTTERMILK,6
4410010074,HOOD LITE,6
4410010107,HOOD GOLDEN EGG NOG,6
4410010138,HOOD EGG NOG GOLDEN,6
4410010148,HOOD COT C,6
4410010184,HOOD HEAVY CREAM,6
4410010189,HOOD HOMOGENIZED MIL,6
4410010191,HOOD SIMPLY SMT FAT,6
4410010195,HOOD SOUR,6
4410010196,HOOD SOUR CREAM,6
4410010200,HOOD COT CHS LARGE C,6
4410010201,HOOD COT C,6
4410010206,HOOD COT CHS CTRY ST,6
4410010217,HOOD COT C,6
4410010226,HOOD COT CHS CHIVE,6
4410010252,HOOD MILK,6
4410010293,HOOD 2% MILK,6
4410010316,HOOD HALF N HALF CR,6
4410010320,HOOD HOMOGENIZED MIL,6
4410010342,HOOD COUNTRY CREAMER,6
4410010367,HOOD HALF & HALF,6
4410010491,COTTAGE CH,6
4410010540,HOOD HEAVY CREAM,6
4410010633,HOOD COT CHS NUFM LF,6
4410010638,HOOD COT CHS CNTRY S,6
4410010652,HOOD 2% MILK,6
4410010680,HOOD 1% LOWFAT MILK,6
4410010686,HOOD COT CHS FAT FRE,6
4410010688,HOOD LIGHT CREAM,6
4410010696,LIGHT EGG NOG 32 FLO,6
4410010982,HOOD FAT FREE MILK,6
4410010983,HOOD COT CHS FF PINE,6
4410011059,HOOD F/F MILK,6
4410011404,HOOD F/F C,6
4410011474,HOOD COTTA,6
4410011476,HOOD COTTAGE CHEESE,6
4410011477,HOOD PINE,6
4410011478,HOOD CS COTTAGE CHEE,6
4410011479,HOOD LOW FAT COTTAGE,6
4410011852,HOOD LO CARB MILK F/,6
4410011853,HOOD LO CARB CHOC,6
4410011889,HOOD FAT F,6
4410011890,HOOD FAT FREE HALF &,6
4410012017,HOOD EGG NOG PMPKN,6
4410015350,COTTAGE CH,6
4410015618,PLANET OAT MILK 52 F,6
4410015619,PLANET OAT EXTRA CRM,6
4410015620,PLANET OAT DARK CHOC,6
4410015621,PLANET OAT VANILLA O,6
4410015625,COTTAGE CHEESE 4% PE,6
4410016223,HOOD HALF & HALF,6
4410016923,HOOD WHOLE QUART,6
4410016924,HOOD 2% REDUCED FAT,6
4410016925,HOOD FAT FREE MILK,6
4410016926,HOOD 1% LF MILK,6
4410016927,HOOD SIMPLY SMART 1%,6
4410016928,HOOD SIMPLY SMART,6
4410019300,LACTAID IC VANILLA,11
4410019302,LACTAID IC CHOCOLATE,11
4410019313,LACTAID IC,11
4410023138,HOOD ORANGE CREAM,11
4410023165,HOOD VAN YGT FF,6
4410023188,HOOD GOLDEN VANILLA,11
4410023210,NE CREAM BOSTN BEAN,11
4410023423,HOOD ICE CRM SAND 1O,11
4410023456,HOODSIE CUPS,11
4410023477,HOODSIE CUP,11
4410023972,HOOD FUDGE,11
4410023973,HOOD CLASSIC TRIO 48,11
4410023974,HOOD COFFEE ICE CREA,11
4410023976,HOOD CHOCO,11
4410024093,HOOD GRN M,11
4410024094,HOOD FENWAY FUDGE,11
4410024138,HOOD  CHIP,11
4410024140,HOOD COOKI,11
4410024141,HOOD MAPLE,11
4410024142,HOOD NAT VAN BEAN  4,11
4410024228,CAPE COD F,11
4410024427,HOOD COOKIE DOUGH IC,11
4410024488,HOOD FF YGRT MOCHA F,11
4410024492,BEAR CREEK,11
4410026269,HOOD HOMOG,6
4410026555,HOOD 1% LF,6
4410026556,HOOD F/F PINTS,11
